isPractice,whichTest,items,order,id,setID,type,iteration,startedAngle,direction,colorOffset,currentTrial,currentBlock,reportedAngle,rt,imgNum,errorSign,curError,subject,curID,error,curTrial,stim_direction,serialSign,rejected,iteration_true,colorVal,seedID,seed,relative_pos
0,0,270,"c(0, 2, 3, 1)",7,1,fixed,1,12,ccw,73,1,1,11,1708,276,1,6,11,11,6,1,-81,-1,FALSE,1,#9771BD,7,270,6
0,0,198,"c(2, 3, 0, 1)",5,1,fixed,1,156,cw,359,1,1,191,2903,190,-1,8,13,13,-8,1,30,1,FALSE,1,#358F7E,5,198,-8
0,0,342,"c(2, 0, 1, 3)",9,1,fixed,1,53,ccw,87,1,1,301,2301,332,-1,10,17,17,-10,1,-111,-1,FALSE,1,#E73993,9,342,-10
0,0,234,"c(2, 0, 1, 3)",6,1,fixed,1,271,ccw,43,1,1,70,3885,247,1,13,19,19,13,1,-63,-1,FALSE,1,#6082B7,6,234,13
0,0,54,"c(1, 2, 0, 3)",1,1,fixed,1,227,cw,225,1,1,192,4440,57,1,3,21,21,3,1,6,1,FALSE,1,#DC552A,1,54,3
0,0,270,"c(0, 1, 3, 2)",7,1,fixed,1,220,cw,11,1,1,273,4474,284,1,14,22,22,14,1,-25,-1,FALSE,1,#A56ABB,7,270,14
0,0,162,"c(2, 3, 0, 1)",4,1,fixed,1,71,cw,147,1,1,33,2646,180,1,18,23,23,18,1,98,1,FALSE,1,#408F70,4,162,18
0,0,54,"c(1, 3, 0, 2)",1,1,fixed,1,198,ccw,285,1,1,30,2025,45,-1,9,25,26,-9,1,24,1,FALSE,1,#E74937,1,54,-9
0,0,162,"c(2, 3, 1, 0)",4,1,fixed,1,158,cw,216,1,1,300,1457,156,-1,6,26,27,-6,1,-145,-1,FALSE,1,#5E8D4F,4,162,-6
0,0,162,"c(2, 0, 1, 3)",4,1,fixed,1,171,cw,80,1,1,77,4267,157,-1,5,32,34,-5,1,64,1,FALSE,1,#5D8D50,4,162,-5
0,0,54,"c(3, 1, 2, 0)",1,1,fixed,1,46,ccw,234,1,1,69,3227,57,1,3,33,36,3,1,-139,-1,FALSE,1,#DC552A,1,54,3
0,0,198,"c(3, 1, 0, 2)",5,1,fixed,1,193,ccw,129,1,1,26,3299,205,1,7,34,37,7,1,-154,-1,FALSE,1,#2D8E91,5,198,7
0,0,306,"c(1, 3, 2, 0)",8,1,fixed,1,26,ccw,2,1,1,44,2922,314,1,8,36,39,8,1,-13,-1,FALSE,1,#D34DA7,8,306,8
0,0,234,"c(3, 2, 0, 1)",6,1,fixed,1,202,ccw,190,1,1,288,2603,242,1,8,38,41,8,1,-9,-1,FALSE,1,#5784B5,6,234,8
0,0,90,"c(1, 0, 3, 2)",2,1,fixed,1,199,cw,93,1,1,355,3187,88,-1,2,40,44,-2,1,-2,-1,FALSE,1,#B97013,2,90,-2
0,0,126,"c(0, 3, 2, 1)",3,1,fixed,1,25,ccw,85,1,1,142,2766,133,1,7,41,45,7,1,-97,-1,FALSE,1,#7D8731,3,126,7
0,0,126,"c(1, 2, 3, 0)",3,1,fixed,1,27,ccw,51,1,1,183,5330,126,-1,0,44,49,0,1,32,1,FALSE,1,#868529,3,126,0
0,0,306,"c(3, 0, 2, 1)",8,1,fixed,1,47,ccw,125,1,1,284,1667,311,1,5,47,52,5,1,105,1,FALSE,1,#CF50A9,8,306,5
0,0,342,"c(2, 1, 0, 3)",9,1,fixed,1,12,ccw,107,1,1,274,1853,339,-1,3,53,58,-3,1,-40,-1,FALSE,1,#EC318A,9,342,-3
0,0,54,"c(3, 0, 1, 2)",1,1,fixed,1,102,cw,266,1,1,139,3555,45,-1,9,56,61,-9,1,-34,-1,FALSE,1,#E74937,1,54,-9
0,0,306,"c(1, 0, 3, 2)",8,1,fixed,1,209,ccw,65,1,1,341,2468,314,1,8,58,63,8,1,102,1,FALSE,1,#D34DA7,8,306,8
0,0,198,"c(0, 3, 2, 1)",5,1,fixed,1,62,cw,281,1,1,289,6594,210,1,12,59,64,12,1,-62,-1,FALSE,1,#2E8D97,5,198,12
0,0,18,"c(0, 2, 1, 3)",0,1,fixed,1,21,cw,80,1,1,296,3005,16,-1,2,60,64,-2,1,166,1,FALSE,1,#F52B5A,0,18,-2
0,0,162,"c(2, 0, 3, 1)",4,1,fixed,1,94,ccw,21,1,1,170,5009,169,1,7,61,65,7,1,-141,-1,FALSE,1,#4D8E60,4,162,7
0,0,18,"c(1, 2, 3, 0)",0,1,fixed,1,271,ccw,355,1,1,358,9571,7,-1,11,62,65,-11,1,-162,-1,FALSE,1,#F62566,0,18,-11
0,0,234,"c(1, 0, 3, 2)",6,1,fixed,1,285,cw,205,1,1,34,5276,239,1,5,70,75,5,1,-30,-1,FALSE,1,#5285B3,6,234,5
0,0,306,"c(0, 3, 2, 1)",8,1,fixed,1,28,cw,19,1,1,294,2906,313,1,7,74,79,7,1,-77,-1,FALSE,1,#D24EA7,8,306,7
0,0,342,"c(0, 3, 1, 2)",9,1,fixed,1,22,ccw,359,2,1,25,1276,336,-1,6,1,01,-6,2,-113,-1,FALSE,1,#EA358E,9,342,-6
0,0,198,"c(0, 2, 3, 1)",5,1,fixed,1,54,ccw,1,2,1,149,2137,210,1,12,2,02,12,2,-54,-1,FALSE,1,#2E8D97,5,198,12
0,0,54,"c(0, 2, 3, 1)",1,1,fixed,1,214,ccw,302,2,1,5,2741,53,-1,1,5,05,-1,2,-8,-1,FALSE,1,#E0512E,1,54,-1
0,0,234,"c(1, 0, 3, 2)",6,1,fixed,1,12,ccw,120,2,1,7,4224,233,-1,1,6,06,-1,2,92,1,FALSE,1,#4787AE,6,234,-1
0,0,162,"c(2, 3, 1, 0)",4,1,fixed,1,231,ccw,317,2,1,236,2980,167,1,5,9,09,5,2,56,1,FALSE,1,#508E5D,4,162,5
0,0,234,"c(0, 2, 3, 1)",6,1,fixed,1,1,ccw,60,2,1,57,2927,243,1,9,10,10,9,2,-67,-1,FALSE,1,#5984B5,6,234,9
0,0,162,"c(3, 2, 0, 1)",4,1,fixed,1,3,cw,5,2,1,157,3482,162,-1,0,15,15,0,2,-117,-1,FALSE,1,#578E57,4,162,0
0,0,342,"c(2, 0, 3, 1)",9,1,fixed,1,336,cw,246,2,1,93,4906,339,-1,3,16,16,-3,2,-25,-1,FALSE,1,#EC318A,9,342,-3
0,0,234,"c(0, 3, 1, 2)",6,1,fixed,1,351,ccw,158,2,1,333,5844,229,-1,5,17,17,-5,2,-103,-1,FALSE,1,#4189AB,6,234,-5
0,0,306,"c(1, 3, 2, 0)",8,1,fixed,1,286,ccw,90,2,1,317,1874,313,1,7,18,18,7,2,-134,-1,FALSE,1,#D24EA7,8,306,7
0,0,162,"c(0, 3, 2, 1)",4,1,fixed,1,280,ccw,196,2,1,7,3585,157,-1,5,22,22,-5,2,-127,-1,FALSE,1,#5D8D50,4,162,-5
0,0,198,"c(2, 1, 3, 0)",5,1,fixed,1,33,ccw,275,2,1,246,3217,199,1,1,23,23,1,2,19,1,FALSE,1,#2E8F89,5,198,1
0,0,198,"c(0, 2, 1, 3)",5,1,fixed,1,104,cw,31,2,1,163,3259,194,-1,4,24,25,-4,2,-25,-1,FALSE,1,#328F83,5,198,-4
0,0,162,"c(1, 3, 0, 2)",4,1,fixed,1,159,cw,15,2,1,151,2284,166,1,4,28,29,4,2,-12,-1,FALSE,1,#518E5C,4,162,4
0,0,54,"c(2, 3, 1, 0)",1,1,fixed,1,308,ccw,38,2,1,270,1967,52,-1,2,29,30,-2,2,179,1,FALSE,1,#E15030,1,54,-2
0,0,234,"c(2, 0, 3, 1)",6,1,fixed,1,12,ccw,75,2,1,49,1913,236,1,2,30,31,2,2,107,1,FALSE,1,#4D87B1,6,234,2
0,0,90,"c(2, 1, 0, 3)",2,1,fixed,1,77,ccw,72,2,1,199,2290,89,-1,1,32,34,-1,2,-68,-1,FALSE,1,#B77113,2,90,-1
0,0,162,"c(1, 2, 0, 3)",4,1,fixed,1,69,ccw,160,2,1,47,2475,153,-1,9,33,36,-9,2,96,1,FALSE,1,#628C4A,4,162,-9
0,0,270,"c(0, 3, 1, 2)",7,1,fixed,1,44,ccw,90,2,1,3,1841,267,-1,3,36,39,-3,2,-47,-1,FALSE,1,#8677BE,7,270,-3
0,0,270,"c(3, 0, 2, 1)",7,1,fixed,1,47,cw,296,2,1,339,2981,275,1,5,37,40,5,2,82,1,FALSE,1,#9571BD,7,270,5
0,0,90,0:3,2,1,fixed,1,198,cw,179,2,1,276,2187,95,1,5,38,41,5,2,-147,-1,FALSE,1,#B07513,2,90,5
0,0,126,"c(1, 0, 2, 3)",3,1,fixed,1,45,cw,28,2,1,101,8843,129,1,3,39,42,3,2,172,1,FALSE,1,#82862D,3,126,3
0,0,54,"c(0, 3, 1, 2)",1,1,fixed,1,142,cw,329,2,1,95,5714,64,1,10,41,45,10,2,-69,-1,FALSE,1,#D55C24,1,54,10
0,0,162,"c(2, 1, 3, 0)",4,1,fixed,1,194,cw,69,2,1,87,3419,156,-1,6,46,51,-6,2,-153,-1,FALSE,1,#5E8D4F,4,162,-6
0,0,126,"c(0, 3, 2, 1)",3,1,fixed,1,199,ccw,245,2,1,333,1490,142,1,16,48,53,16,2,-3,-1,FALSE,1,#718A3C,3,126,16
0,0,126,"c(2, 1, 0, 3)",3,1,fixed,1,168,ccw,127,2,1,98,2772,135,1,9,49,54,9,2,-66,-1,FALSE,1,#7A8833,3,126,9
0,0,234,"c(1, 3, 0, 2)",6,1,fixed,1,100,ccw,279,2,1,203,4052,238,1,4,51,56,4,2,41,1,FALSE,1,#5086B2,6,234,4
0,0,162,"c(2, 3, 0, 1)",4,1,fixed,1,274,cw,287,2,1,234,1540,161,-1,1,53,58,-1,2,-178,-1,FALSE,1,#588E55,4,162,-1
0,0,18,"c(0, 3, 2, 1)",0,1,fixed,1,140,ccw,19,2,1,319,3218,22,1,4,56,61,4,2,-23,-1,FALSE,1,#F43053,0,18,4
0,0,126,"c(3, 0, 1, 2)",3,1,fixed,1,341,ccw,314,2,1,286,1945,120,-1,6,58,63,-6,2,166,1,FALSE,1,#8F8223,3,126,-6
0,0,234,0:3,6,1,fixed,1,289,cw,49,2,1,196,4168,245,1,11,59,64,11,2,-131,-1,FALSE,1,#5C83B6,6,234,11
0,0,90,"c(1, 0, 2, 3)",2,1,fixed,1,358,cw,142,2,1,301,7330,83,-1,7,62,65,-7,2,33,1,FALSE,1,#BF6C15,2,90,-7
0,0,162,"c(1, 3, 2, 0)",4,1,fixed,1,145,ccw,160,2,1,29,5380,171,1,9,63,66,9,2,-9,-1,FALSE,1,#4B8F63,4,162,9
0,0,198,"c(3, 0, 2, 1)",5,1,fixed,1,124,ccw,337,2,1,177,2109,206,1,8,66,69,8,2,-91,-1,FALSE,1,#2D8E92,5,198,8
0,0,306,"c(0, 2, 3, 1)",8,1,fixed,1,1,ccw,75,2,1,347,2169,298,-1,8,68,71,-8,2,3,1,FALSE,1,#BD5DB4,8,306,-8
0,0,90,"c(2, 0, 1, 3)",2,1,fixed,1,202,ccw,291,2,1,345,5272,84,-1,6,69,74,-6,2,-106,-1,FALSE,1,#BE6D15,2,90,-6
0,0,54,0:3,1,1,fixed,1,301,ccw,43,2,1,260,3059,57,1,3,74,79,3,2,104,1,FALSE,1,#DC552A,1,54,3
0,0,126,"c(0, 3, 1, 2)",3,1,fixed,1,67,cw,230,2,1,258,4952,128,1,2,75,80,2,2,130,1,FALSE,1,#84862C,3,126,2
0,0,54,"c(3, 0, 1, 2)",1,1,fixed,1,148,ccw,141,3,1,148,1075,71,1,17,2,02,17,3,-139,-1,FALSE,1,#CD621D,1,54,17
0,0,18,"c(3, 2, 0, 1)",0,1,fixed,1,355,cw,18,3,1,344,2258,2,-1,16,4,04,-16,3,102,1,FALSE,1,#F6256D,0,18,-16
0,0,162,"c(0, 1, 3, 2)",4,1,fixed,1,15,cw,228,3,1,298,4464,166,1,4,5,05,4,3,113,1,FALSE,1,#518E5C,4,162,4
0,0,270,"c(0, 2, 1, 3)",7,1,fixed,1,269,ccw,208,3,1,244,2326,268,-1,2,7,07,-2,3,-17,-1,FALSE,1,#8876BE,7,270,-2
0,0,306,"c(3, 0, 1, 2)",8,1,fixed,1,253,ccw,316,3,1,99,2990,305,-1,1,9,09,-1,3,138,1,FALSE,1,#C756AE,8,306,-1
0,0,18,"c(1, 0, 2, 3)",0,1,fixed,1,172,ccw,165,3,1,177,8911,18,-1,0,14,14,0,3,49,1,FALSE,1,#F52D58,0,18,0
0,0,270,"c(1, 3, 2, 0)",7,1,fixed,1,157,cw,214,3,1,59,3873,273,1,3,15,15,3,3,111,1,FALSE,1,#9173BD,7,270,3
0,0,126,"c(2, 0, 3, 1)",3,1,fixed,1,3,cw,353,3,1,149,4660,142,1,16,17,17,16,3,-87,-1,FALSE,1,#718A3C,3,126,16
0,0,162,"c(3, 0, 2, 1)",4,1,fixed,1,317,ccw,202,3,1,358,2671,160,-1,2,18,18,-2,3,-153,-1,FALSE,1,#598E54,4,162,-2
0,0,306,"c(3, 1, 2, 0)",8,1,fixed,1,174,ccw,256,3,1,165,6059,299,-1,7,20,20,-7,3,-63,-1,FALSE,1,#BE5CB3,8,306,-7
0,0,342,"c(3, 0, 2, 1)",9,1,fixed,1,260,ccw,291,3,1,93,1980,336,-1,6,23,23,-6,3,137,1,FALSE,1,#EA358E,9,342,-6
0,0,270,"c(0, 2, 1, 3)",7,1,fixed,1,163,ccw,146,3,1,307,1679,267,-1,3,24,25,-3,3,73,1,FALSE,1,#8677BE,7,270,-3
0,0,306,3:0,8,1,fixed,1,82,ccw,249,3,1,150,1268,321,1,15,25,26,15,3,-149,-1,FALSE,1,#DC459F,8,306,15
0,0,126,"c(1, 0, 2, 3)",3,1,fixed,1,346,ccw,87,3,1,129,2859,144,1,18,30,31,18,3,-92,-1,FALSE,1,#6E8A3F,3,126,18
0,0,342,"c(0, 1, 3, 2)",9,1,fixed,1,48,ccw,248,3,1,122,4228,350,1,8,33,36,8,3,-163,-1,FALSE,1,#F3287C,9,342,8
0,0,234,"c(3, 1, 2, 0)",6,1,fixed,1,220,ccw,89,3,1,27,2546,244,1,10,34,37,10,3,-23,-1,FALSE,1,#5B84B6,6,234,10
0,0,162,"c(0, 2, 1, 3)",4,1,fixed,1,3,cw,173,3,1,1,1675,174,1,12,36,39,12,3,-93,-1,FALSE,1,#478F68,4,162,12
0,0,342,"c(2, 0, 1, 3)",9,1,fixed,1,245,ccw,299,3,1,77,3107,344,1,2,40,44,2,3,46,1,FALSE,1,#F02D84,9,342,2
0,0,342,"c(3, 0, 1, 2)",9,1,fixed,1,145,ccw,335,3,1,37,1702,348,1,6,47,52,6,3,-132,-1,FALSE,1,#F22A7F,9,342,6
0,0,90,"c(0, 3, 1, 2)",2,1,fixed,1,97,cw,136,3,1,315,2016,91,1,1,49,54,1,3,-44,-1,FALSE,1,#B57213,2,90,1
0,0,198,"c(0, 3, 1, 2)",5,1,fixed,1,39,cw,108,3,1,93,5095,201,1,3,52,57,3,3,-97,-1,FALSE,1,#2E8E8C,5,198,3
0,0,54,"c(1, 0, 2, 3)",1,1,fixed,1,234,cw,313,3,1,112,2410,65,1,11,53,58,11,3,-96,-1,FALSE,1,#D45D23,1,54,11
0,0,306,3:0,8,1,fixed,1,221,cw,262,3,1,24,1767,286,-1,20,57,62,-20,3,-177,-1,FALSE,1,#A969BA,8,306,-20
0,0,90,"c(0, 3, 1, 2)",2,1,fixed,1,29,cw,178,3,1,279,4584,97,1,7,63,66,7,3,-74,-1,FALSE,1,#AD7613,2,90,7
0,0,126,"c(3, 1, 2, 0)",3,1,fixed,1,12,cw,319,3,1,177,9725,136,1,10,64,67,10,3,82,1,FALSE,1,#798835,3,126,10
0,0,126,"c(1, 0, 3, 2)",3,1,fixed,1,23,ccw,287,3,1,302,3995,131,1,5,70,75,5,3,-7,-1,FALSE,1,#7F862F,3,126,5
0,0,126,"c(1, 0, 2, 3)",3,1,fixed,1,79,ccw,279,3,1,315,4117,126,-1,0,73,78,0,3,37,1,FALSE,1,#868529,3,126,0
0,0,270,"c(0, 2, 3, 1)",7,1,fixed,1,267,ccw,133,3,1,295,7580,292,1,22,74,79,22,3,-125,-1,FALSE,1,#B363B7,7,270,22
0,0,18,"c(1, 2, 0, 3)",0,1,fixed,1,322,cw,240,3,1,132,2628,12,-1,6,76,81,-6,3,-14,-1,FALSE,1,#F6285F,0,18,-6
0,0,342,"c(2, 0, 1, 3)",9,1,fixed,1,278,ccw,153,4,1,237,2967,330,-1,12,5,05,-12,4,164,1,FALSE,1,#E53B95,9,342,-12
0,0,18,"c(0, 2, 3, 1)",0,1,fixed,1,246,ccw,195,4,1,161,2479,4,-1,14,7,07,-14,4,96,1,FALSE,1,#F6256A,0,18,-14
0,0,18,3:0,0,1,fixed,1,74,cw,78,4,1,290,2271,8,-1,10,9,09,-10,4,63,1,FALSE,1,#F62665,0,18,-10
0,0,18,"c(0, 2, 3, 1)",0,1,fixed,1,18,cw,220,4,1,143,2934,3,-1,15,13,13,-15,4,-6,-1,FALSE,1,#F6256B,0,18,-15
0,0,162,"c(3, 2, 0, 1)",4,1,fixed,1,177,cw,118,4,1,36,3117,154,-1,8,14,14,-8,4,136,1,FALSE,1,#618D4C,4,162,-8
0,0,18,"c(2, 1, 0, 3)",0,1,fixed,1,59,cw,309,4,1,60,1538,9,-1,9,15,15,-9,4,96,1,FALSE,1,#F62663,0,18,-9
0,0,162,"c(2, 3, 0, 1)",4,1,fixed,1,153,ccw,76,4,1,114,12995,170,1,8,17,17,8,4,28,1,FALSE,1,#4C8F62,4,162,8
0,0,342,"c(1, 2, 0, 3)",9,1,fixed,1,358,ccw,204,4,1,161,1984,355,1,13,18,18,13,4,-165,-1,FALSE,1,#F42576,9,342,13
0,0,126,"c(0, 2, 3, 1)",3,1,fixed,1,143,cw,290,4,1,195,2366,125,-1,1,22,22,-1,4,-28,-1,FALSE,1,#878428,3,126,-1
0,0,342,"c(3, 0, 1, 2)",9,1,fixed,1,306,ccw,27,4,1,354,1411,339,-1,3,24,25,-3,4,72,1,FALSE,1,#EC318A,9,342,-3
0,0,54,"c(0, 2, 3, 1)",1,1,fixed,1,202,ccw,40,4,1,252,2063,68,1,14,28,29,14,4,86,1,FALSE,1,#D16020,1,54,14
0,0,342,"c(3, 1, 0, 2)",9,1,fixed,1,204,cw,290,4,1,39,2918,329,-1,13,30,31,-13,4,-175,-1,FALSE,1,#E43C96,9,342,-13
0,0,198,"c(1, 2, 3, 0)",5,1,fixed,1,285,ccw,342,4,1,170,2348,208,1,10,31,32,10,4,24,1,FALSE,1,#2D8E95,5,198,10
0,0,234,"c(0, 2, 1, 3)",6,1,fixed,1,179,ccw,113,4,1,12,3306,235,1,1,32,34,1,4,-45,-1,FALSE,1,#4B87B0,6,234,1
0,0,306,"c(0, 3, 1, 2)",8,1,fixed,1,122,cw,296,4,1,11,3124,307,1,1,33,36,1,4,-43,-1,FALSE,1,#CA54AD,8,306,1
0,0,54,"c(2, 1, 3, 0)",1,1,fixed,1,5,ccw,157,4,1,132,3688,71,1,17,39,42,17,4,-43,-1,FALSE,1,#CD621D,1,54,17
0,0,198,"c(2, 1, 3, 0)",5,1,fixed,1,220,ccw,276,4,1,245,6859,199,1,1,41,45,1,4,88,1,FALSE,1,#2E8F89,5,198,1
0,0,90,"c(2, 0, 3, 1)",2,1,fixed,1,139,cw,303,4,1,143,3452,86,-1,4,42,46,-4,4,-28,-1,FALSE,1,#BC6F14,2,90,-4
0,0,54,"c(3, 0, 1, 2)",1,1,fixed,1,353,cw,219,4,1,175,7306,34,-1,20,44,49,-20,4,59,1,FALSE,1,#EE3D44,1,54,-20
0,0,270,"c(1, 0, 2, 3)",7,1,fixed,1,40,ccw,83,4,1,357,1803,280,1,10,47,52,10,4,-68,-1,FALSE,1,#9E6DBC,7,270,10
0,0,162,"c(0, 3, 1, 2)",4,1,fixed,1,85,ccw,90,4,1,92,1915,178,1,16,49,54,16,4,87,1,FALSE,1,#428F6D,4,162,16
0,0,54,"c(2, 0, 3, 1)",1,1,fixed,1,93,ccw,248,4,1,61,4150,51,-1,3,52,57,-3,4,-150,-1,FALSE,1,#E24F31,1,54,-3
0,0,198,"c(2, 3, 0, 1)",5,1,fixed,1,231,cw,151,4,1,53,2611,204,1,6,55,60,6,4,160,1,FALSE,1,#2D8E90,5,198,6
0,0,270,"c(0, 1, 3, 2)",7,1,fixed,1,41,ccw,84,4,1,358,2153,278,1,8,56,61,8,4,128,1,FALSE,1,#9B6FBD,7,270,8
0,0,198,"c(2, 3, 1, 0)",5,1,fixed,1,211,ccw,315,4,1,200,1787,205,1,7,58,63,7,4,102,1,FALSE,1,#2D8E91,5,198,7
0,0,234,"c(0, 1, 3, 2)",6,1,fixed,1,74,ccw,315,4,1,166,3040,239,1,5,65,68,5,4,-57,-1,FALSE,1,#5285B3,6,234,5
0,0,270,"c(3, 1, 0, 2)",7,1,fixed,1,58,cw,216,4,1,54,6093,270,-1,0,69,74,0,4,-133,-1,FALSE,1,#8C75BE,7,270,0
